業管機關簡碼,業管子機關簡碼,CCTV 設備代碼,基礎路段代碼,參考影像圖片的監看方位,參考影像圖片,動態影像串流網址,設置地點位置類型,設備架設位置X坐標,設備架設位置Y坐標,地理識別碼,縣市代碼,縣市名稱,市區鄉鎮代碼,市區鄉鎮名稱,道路代碼,道路名稱,道路分類,所屬道路方向,路段起點描述,路段迄點描述,所在方向里程數,路側設備布設簡圖URL,來源端平台資料更新時間(yyyy-MM-ddHH:mm:ss),本平台資料更新時間(yyyy-MM-ddHH:mm:ss),資料代表時間(yyyy-MM-ddHH:mm:ss),資料代表日期(yyyy-MM-dd)
AuthorityCode,SubAuthorityCode,CCTVID,LinkID,Bearing,Image,VideoStreamUrl,LocationType,PositionLon,PositionLat,Geohash,CountyID,CountyName,TownID,TownName,RoadID,RoadName,RoadClass,RoadDirection,RoadSectionStart,RoadSectionEnd,LocationMile,LayoutMapURL,SrcUpdateTime,UpdateTime,InfoTime,InfoDate
TXG,,C000216,6071300200020B,,,http://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000216,1,120.567418,24.156408,wsm9rtd9,66000,臺中市,24,大肚區,607130B,華南路,6,E,,,,,2022-10-24 00:01:16,2022-10-28 06:30:00,2022-10-24 00:01:16,2022-10-24
THB,THB-2R,CCTV-24-014B-007-01,3001420000690M,,,https://cctv-ss03.thb.gov.tw:443/T14B-007K+200,1,120.661318,23.95394,wsmb38wv,10008,南投縣,3,草屯鎮,300142,台14乙線,3,E,,,7K+200,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-4R,CCTV-42-0090-110-06,3000900110792G,,,https://cctv-ss03.thb.gov.tw:443/T9-110K+300(N),1,121.837842,24.542495,wsqes7zd,10002,宜蘭縣,12,南澳鄉,300090,台9線,3,N,,,110K+300,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-3R,CCTV-31-017A-024-01,3001710002428E,,,https://cctv-ss04.thb.gov.tw:443/T17A-24K+350,1,120.2236871,22.8955376,wsj6rb00,64000,高雄市,25,湖內區,300171,台17甲線,3,S,,,24K+350,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TPE,,T000100,6003140400000A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=100,1,121.54423,25.06915,wsqqtg9y,63000,臺北市,1,松山區,600314A,復北地下道,6,S,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
HSZ,,CCTV041-ND,6613840500030O,,,http://223.200.7.27/jpeg?cam=41,2,120.978641,24.823914,wsqj0zjc,10018,新竹市,2,北區,661384O,湳雅街,6,SW,,,,,2022-10-24 00:00:01,2022-10-28 06:30:00,2022-10-24 00:00:01,2022-10-24
THB,THB-2R,CCTV-22-0010-183-01,3000100018254B,,,https://cctv-ss03.thb.gov.tw:443/T1-183K+500,1,120.5734997,24.1198871,wsm9pwyu,66000,臺中市,24,大肚區,300010,台1線,3,S,,,183K+500,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
KHH,,64000C000239,4018600100941E,,,https://cctv1.kctmc.nat.gov.tw/fd7d11ee,1,120.31504,22.78657,wsj99u4t,64000,高雄市,19,岡山區,401860,186,4,W,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-4R,CCTV-42-0090-141-16,3000900114593U,,,https://cctv-ss05.thb.gov.tw:443/T9-141K+692(N),1,121.76534,24.330228,wsqd6v4v,10002,宜蘭縣,12,南澳鄉,300090,台9線,3,N,,,141K+692,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TXG,,C000070,6047970600190B,,,http://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000070,1,120.64214,24.140996,wsmc368z,66000,臺中市,7,南屯區,604797B,五權西路二段,6,W,,,,,2022-10-24 00:01:16,2022-10-28 06:30:00,2022-10-24 00:01:16,2022-10-24
THB,THB-2R,CCTV-23-0760-023-01,1007600102200N,,,https://cctv-ss04.thb.gov.tw:443/T76-23K+100,1,120.565275,23.945254,wsm8px0g,10007,彰化縣,10,員林市,100760,台76線,1,W,,,23K+100,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-2R,CCTV-23-0010-188-01,3000100118795N,,,https://cctv-ss03.thb.gov.tw:443/T1-188K+400,1,120.5665719,24.09019373,wsm9p93z,10007,彰化縣,1,彰化市,300010,台1線,3,N,,,188K+400,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-2R,CCTV-25-007A-048-01,3000710104771B,,,https://cctv-ss03.thb.gov.tw:443/T7A-048K+000,1,121.341403,24.379314,wsq69nn5,66000,臺中市,29,和平區,300071,台7甲線,3,N,,,48K+000,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
PIF,,C000031,6758300400000T,,,http://59.120.122.53/cctv/C000031.htm,1,120.485222,22.612025,wsj8tsqs,10013,屏東縣,5,萬丹鄉,675830T,萬丹路二段,6,S,,,,,2022-10-24 00:01:02,2022-10-28 06:30:00,2022-10-24 00:01:02,2022-10-24
NWT,,C000199,6270470000100F,,,http://atis.ntpc.gov.tw/ATIS/ShowFrame4CCTV/C000199,4,121.43803,25.06555,wsqqe7h3,65000,新北市,15,五股區,627047F,新五路二段,6,N,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-1R,CCTV-15-0030-049-01,3000300104892H,,,https://cctv-ss02.thb.gov.tw:443/T3-49K+000,1,121.2096,24.86459,wsqjqnqn,68000,桃園市,9,龍潭區,300030,台3線,3,N,,,49K+000,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TTT,,C108131,6844360600000V,,,https://trafficvideo.ttcpb.gov.tw/d654a481,2,121.12327,22.79313,wsn1sjr7,10014,臺東縣,1,臺東市,684436V,新興路,6,W,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
NWT,,C000278,6271010000000F,,,http://atis.ntpc.gov.tw/ATIS/ShowFrame4CCTV/C000278,1,121.65162,25.06397,wsqw86b0,65000,新北市,11,汐止區,627101F,新江北路,6,N,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-1R,CCTV-13-0150-036-01,3001500003612H,,,https://cctv-ss01.thb.gov.tw:443/T15-36K+300,1,121.1687,25.05927,wsqnt3bk,68000,桃園市,6,大園區,300150,台15線,3,S,,,36K+300,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TNN,,C110008,3000100132663D,,,https://trafficvideo2.tainan.gov.tw/b7b89f55,1,120.24653,23.04152,wsje068f,67000,臺南市,31,永康區,300010,台1線,3,N,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
KEE,,T000009,6102030700010C,,,https://CCTV.KLCG.GOV.TW:443/ad17e061,1,121.73148,25.10888,wsqwf4fj,10017,基隆市,3,暖暖區,610203C,源遠路,6,NW,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-1R,CCTV-16-0150-068-06,3001500106826J,,,https://cctv-ss01.thb.gov.tw:443/T15-68K+457(N),1,120.9559,24.88233,wsqj83tq,10004,新竹縣,6,新豐鄉,300150,台15線,3,N,,,68K+457,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-3R,CCTV-33-0230-029-01,3002300102874V,,,https://cctv-ss05.thb.gov.tw:443/T23-29K+600,1,121.30178,23.050358,wsn70k1q,10014,臺東縣,7,東河鄉,300230,台23線,3,N,,,29K+600,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
HSZ,,CCTV012-XD,6610360200050O,,,http://223.200.7.27/jpeg?cam=12,2,120.952382,24.796506,wsqj064f,10018,新竹市,3,香山區,661036O,中華路四段,6,E,,,,,2022-10-24 00:00:01,2022-10-28 06:30:00,2022-10-24 00:00:01,2022-10-24
NWT,,C000186,6255500000080F,,,http://atis.ntpc.gov.tw/ATIS/ShowFrame4CCTV/C000186,2,121.35666,24.94046,wsqmcs30,65000,新北市,9,三峽區,625550F,文化路,6,N,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
NAN,,CCTV-013,3000300020919M,,,https://trafficcctv.nantou.gov.tw/cctv/013.html,1,120.66577,23.93429,wsmb1v45,10008,南投縣,1,南投市,300030,南投縣南投市南崗三路與中華路口,3,,,,,,2022-10-24 01:01:21,2022-10-28 06:30:00,2022-10-24 01:01:21,2022-10-24
NWT,,C000031,6269150700000F,,,http://atis.ntpc.gov.tw/ATIS/ShowFrame4CCTV/C000031,1,121.49541,25.00782,wsqqk8w3,65000,新北市,3,中和區,626915F,景平路,6,NW,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
KHH,,64000C000135,6191520700020E,,,https://cctv3.kctmc.nat.gov.tw/cefa42a0,1,120.35267,22.55786,wsj86dw1,64000,高雄市,11,小港區,619152E,大業北路,6,NW,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-5R,CCTV-53-0190-111-001,3001900011088D,,,https://cctv-ss06.thb.gov.tw:443/T19-111K+100,1,120.205,23.25834,wsjkr649,67000,臺南市,13,學甲區,300190,台19線,3,S,,,111K+100,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TPE,,T000380,6001330600030A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=380,1,121.59891,25.05346,wsqqx0cd,63000,臺北市,9,南港區,600133A,南港路二段,6,W,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-4R,CCTV-42-0090-101-02,3000900110084G,,,https://cctv-ss02.thb.gov.tw:443/T9-101K+250,1,121.826958,24.608322,wsqeupz9,10002,宜蘭縣,3,蘇澳鎮,300090,台9線,3,N,,,101K+250,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-3R,CCTV-35-0260-031-01,3002600103167T,,,https://cctv-ss06.thb.gov.tw:443/T26-31K+100,1,120.7672222,21.95805556,wevuujk4,10013,屏東縣,4,恆春鎮,300260,台26線,3,W,,,31K+100,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-1R,CCTV-12-0640-000-01,1006400100000F,,,https://cctv-ss02.thb.gov.tw:443/T64-0K+000-1,1,121.3934,25.14936,wsqr467c,65000,新北市,23,八里區,100640,台64線,1,W,,,0K+000,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-2R,CCTV-25-0080-033-01,3000800003244B,,,https://cctv-ss03.thb.gov.tw:443/T8-033K+400,1,121.0017802,24.2013199,wsq19mwy,66000,臺中市,29,和平區,300080,台8線,3,E,,,33K+400,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-4R,CCTV-46-0300-027-03,3003000002723V,,,https://cctv-ss01.thb.gov.tw:443/T30-027K+200,1,121.372591,23.266204,wsnk3gkz,10014,臺東縣,8,長濱鄉,300300,台30線,3,E,,,027K+200,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
YUN,,C000002,6651310000090P,,,https://yltraffic.yunlin.gov.tw/CCTV/Live.html?deviceid=2&amp;amp;type=jpg&amp;amp;b2=false&amp;amp;resolution=320x240&amp;amp;fps=5&amp;amp;quality=50&amp;amp;account=YWRtaW4=&amp;amp;password=YWRtaW4xMjM=,4,120.53819,23.694057,wsjwycm5,10009,雲林縣,1,斗六市,665131P,中山路,6,N,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
PIF,,C000008,3000900147198T,,,http://59.120.122.53/cctv/C000008.htm,1,120.706639,22.2067,wevy6dxg,10013,屏東縣,25,枋山鄉,300090,臺9線,3,N,,,,,2022-10-24 00:01:02,2022-10-28 06:30:00,2022-10-24 00:01:02,2022-10-24
THB,THB-1R,CCTV-11-002D-009-01,3000240100896F,,,https://cctv-ss01.thb.gov.tw:443/T2D-9K+000,1,121.7945,25.11052,wsqwge0p,65000,新北市,12,瑞芳區,300024,台2丁線,3,W,,,9K+000,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-4R,CCTV-46-0230-011-01,3002300101162U,,,https://cctv-ss01.thb.gov.tw:443/T23-011K+900,1,121.281506,23.114507,wsn5rzf7,10015,花蓮縣,10,富里鄉,300230,台23線,3,N,,,011K+900,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-4R,CCTV-41-002E-002-01,3000250100187G,,,https://cctv-ss01.thb.gov.tw:443/T2E-002K+500,1,121.826377,24.653413,wsqsk0p2,10002,宜蘭縣,9,五結鄉,300025,台2戊線,3,W,,,002K+500,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
NWT,,C000143,6252290600020F,,,http://atis.ntpc.gov.tw/ATIS/ShowFrame4CCTV/C000143,2,121.48795,25.00481,wsqqhxbz,65000,新北市,3,中和區,625229F,中山路二段,6,W,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
KHH,,64000C000031,6208100300010E,,,https://cctv2.kctmc.nat.gov.tw/b44727ae,1,120.27535,22.60149,wsj88fmz,64000,高雄市,10,旗津區,620810E,旗津三路,6,SE,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-5R,CCTV-52-0610-274-001,1006100127200Q,,,https://cctv-ss06.thb.gov.tw:443/T61-274K+081,1,120.15556,23.35806,wsjkyhnw,10010,嘉義縣,3,布袋鎮,100610,台61線,1,N,,,274K+081,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
KHH,,64000C000059,6198570400060E,,,https://cctv3.kctmc.nat.gov.tw/539a4fc0,1,120.30973,22.66871,wsj8cwwy,64000,高雄市,3,左營區,619857E,自由三路,6,S,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-2R,CCTV-23-0610-177-05,6579990200090N,,,https://cctv-ss04.thb.gov.tw:443/T61-177K+700-3,2,120.416751,24.076833,wsm8uphc,10007,彰化縣,2,鹿港鎮,657999N,台61線,6,E,,,177K+700,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-2R,CCTV-25-0080-083-01,3000800108174B,,,https://cctv-ss03.thb.gov.tw:443/T8-083K+550,1,121.2584651,24.2563547,wsq1zr9x,66000,臺中市,29,和平區,300080,台8線,3,W,,,83K+550,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
PIF,,C000029,6741730000000T,,,http://59.120.122.53/cctv/C000029.htm,1,120.450376,22.650234,wsj8ugm7,10013,屏東縣,1,屏東市,674173T,大溪路,6,N,,,,,2022-10-24 00:01:02,2022-10-28 06:30:00,2022-10-24 00:01:02,2022-10-24
TXG,,C000054,6052280000010B,,,http://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000054,1,120.68296,24.134391,wsmc61w9,66000,臺中市,3,南區,605228B,台中路,6,N,,,,,2022-10-24 00:01:16,2022-10-28 06:30:00,2022-10-24 00:01:16,2022-10-24
THB,THB-1R,CCTV-11-0020-000-02,3001500000004F,,,https://cctv-ss01.thb.gov.tw:443/T2-0K+000,1,121.4602,25.12836,wsqqgykx,65000,新北市,10,淡水區,300150,台2線,3,S,,,0K+000,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-2R,CCTV-28-0630-006-01,6046300400030B,,,https://cctv-ss04.thb.gov.tw:443/T63-6K+400,4,120.6629095,24.0731018,wsmbcy25,66000,臺中市,26,霧峰區,604630B,台63線,6,S,,,6K+400,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TTT,,C109071,6844160300010V,,,https://trafficvideo.ttcpb.gov.tw/6247ab39,1,121.13613,22.76334,wsn1kxbw,10014,臺東縣,1,臺東市,684416V,新生路,6,SE,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
KHH,,64000C000332,6205000500040E,,,http://221.120.37.147:10480/,1,120.31096,22.593890000000002,wsj899pf,64000,高雄市,9,前鎮區,620500E,凱旋四路,6,SW,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-4R,CCTV-42-0090-102-02,3000900110318G,,,https://cctv-ss02.thb.gov.tw:443/T9-102K+930,1,121.837147,24.596022,wsqeumx4,10002,宜蘭縣,3,蘇澳鎮,300090,台9線,3,N,,,102K+930,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
NWT,,C000160,6257640400000F,,,http://192.168.1.91/web/cctv/liveview.html?serverId=ec55548b-020e-4456-9461-3ae3a0aed09d&amp;amp;amp;jobId=684116f6-bcc7-40bd-b0a5-9d8a4b8bdb17,2,121.45963,25.14034,wsqr5bsj,65000,新北市,10,淡水區,625764F,民權路,6,S,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-3R,CCTV-33-0090-000-01,6842820200010V,,,https://cctv-ss05.thb.gov.tw:443/T9-397K+250-1,2,120.96864,22.534299,wsn00wnx,10014,臺東縣,9,太麻里鄉,684282V,台9線,6,E,,,397K+250,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
KHH,,64000C000081,6196980500000E,,,https://cctv3.kctmc.nat.gov.tw/afcdd0a1,1,120.30894,22.60501,wsj89en7,64000,高雄市,9,前鎮區,619698E,民權二路,6,SW,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-5R,CCTV-54-0610-297-001,1006100029500D,,,https://cctv-ss06.thb.gov.tw:443/T61-297K+300,1,120.08947,23.16539,wsj7u9nk,67000,臺南市,15,七股區,100610,台61線,1,S,,,297K+300,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-2R,CCTV-21-0030-148-01,3000300014849K,,,https://cctv-ss03.thb.gov.tw:443/T3-148K+530,1,120.820706,24.3100822,wsmfm3db,10005,苗栗縣,7,卓蘭鎮,300030,台3線,3,S,,,148K+530,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-1R,CCTV-12-0650-002-02,1006500000200F,,,https://cctv-ss03.thb.gov.tw:443/T65-2K+075,1,121.4422,25.04841,wsqq7rzt,65000,新北市,5,新莊區,100650,台65線,1,S,,,2K+075,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-2R,CCTV-21-0130-041-01,3001300104041K,,,https://cctv-ss04.thb.gov.tw:443/T13-41K+010,1,120.781417,24.4714308,wsmghqyk,10005,苗栗縣,10,銅鑼鄉,300130,台13線,3,N,,,41K+010,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
KEE,,T000028,6101400600003C,,,https://CCTV.KLCG.GOV.TW:443/0e382fc1,1,121.7096,25.1419,wsqx18fn,10017,基隆市,6,安樂區,610140C,基金一路,6,W,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-4R,CCTV-45-007C-014-01,3000730001431G,,,https://cctv-ss01.thb.gov.tw:443/T7C-014K+450,1,121.658077,24.667527,wsqs26sd,10002,宜蘭縣,10,三星鄉,300073,台7丙線,3,S,,,014K+450,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
NWT,,C000206,6275200700040F,,,http://atis.ntpc.gov.tw/ATIS/ShowFrame4CCTV/C000206,2,121.47799,25.03794,wsqqkq18,65000,新北市,1,板橋區,627520F,環河西路四段,6,NW,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
CHA,,CCTV86,3000100019202N,,,https://117.56.220.4:8403/Interface/Cameras/GetJPEGStream?Camera=CCTV86&amp;amp;Width=320&amp;amp;Height=240&amp;amp;Quality=50&amp;amp;FPS=5&amp;amp;AuthUser=web,4,120.542129,24.07009,wsm8zjb4,10007,彰化縣,1,彰化市,,,0,,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-5R,CCTV-51-0610-234-002,1006100123300P,,,https://cctv-ss06.thb.gov.tw:443/T61-234K+515,1,120.17408,23.6821,wsjqwxhn,10009,雲林縣,18,四湖鄉,100610,台61線,1,N,,,234K+515,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-4R,CCTV-44-014A-041-02,3001410004175U,,,https://cctv-ss01.thb.gov.tw:443/T14A-041K+600,1,121.309138,24.180395,wsq383yt,10015,花蓮縣,11,秀林鄉,300141,台14甲線,3,E,,,041K+600,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-4R,CCTV-42-009D-045-01,3000940004435G,,,https://cctv-ss02.thb.gov.tw:443/T9D-045K+260-1,1,121.779151,24.363196,wsqde5hv,10002,宜蘭縣,12,南澳鄉,300094,台9丁線,3,S,,,045K+260,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-4R,CCTV-42-0020-163-01,3000200116372G,,,https://cctv-ss01.thb.gov.tw:443/T2-163K+600,1,121.846116,24.617315,wsqsh9mw,10002,宜蘭縣,3,蘇澳鎮,300020,台2線,3,W,,,163K+600,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-1R,CCTV-15-0040-037-01,3000400103680H,,,https://cctv-ss02.thb.gov.tw:443/T4-37K+480,1,121.2596,24.82284,wsqjpqfe,68000,桃園市,3,大溪區,300040,台4線,3,W,,,37K+480,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
NWT,,C000297,6250200300000F,,,http://192.168.1.91/web/cctv/liveview.html?serverId=ec55548b-020e-4456-9461-3ae3a0aed09d&amp;amp;amp;jobId=1b07d9ae-a467-4be5-af5b-3e40a0834541,3,121.45937,25.15337,wsqr5gh1,65000,新北市,10,淡水區,625020F,八勢路,6,SE,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
TXG,,C000050,6048020000060B,,,http://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000050,1,120.670114,24.114867,wsmc1vvr,66000,臺中市,3,南區,604802B,五權南路,6,N,,,,,2022-10-24 00:01:16,2022-10-28 06:30:00,2022-10-24 00:01:16,2022-10-24
THB,THB-1R,CCTV-11-0020-073-03,3000200007358F,,,https://cctv-ss01.thb.gov.tw:443/T2-73K+600(S),1,121.8228,25.12084,wsqwujhe,65000,新北市,12,瑞芳區,300020,台2線,3,E,,,73K+600,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-4R,CCTV-42-0090-130-13,3000900113008G,,,https://cctv-ss03.thb.gov.tw:443/T9-130K+410(N),1,121.780235,24.425934,wsqdgnte,10002,宜蘭縣,12,南澳鄉,300090,台9線,3,N,,,130K+410,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TPE,,T000059,6006250000000A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=59,1,121.61689,25.05531,wsqqx3nt,63000,臺北市,9,南港區,600625A,研究院路一段,6,N,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
TPE,,T000022,6004930000020A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=22,1,121.5336,25.07116,wsqqts44,63000,臺北市,4,中山區,600493A,松江路,6,N,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
TXG,,C000001,6078920100010B,,,http://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000001,1,120.6555749,24.1996255,wsmc9t6t,66000,臺中市,6,西屯區,607892B,環中路二段,6,NE,,,,,2022-10-24 00:01:16,2022-10-28 06:30:00,2022-10-24 00:01:16,2022-10-24
THB,THB-2R,CCTV-24-0030-225-01,3000330000100M,,,https://cctv-ss03.thb.gov.tw:443/T3-225K+900,1,120.714757,23.803357,wsjz6vmb,10008,南投縣,4,竹山鎮,300033,台3線,3,S,,,225K+900,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-4R,CCTV-43-0110-034-02,3001100003296U,,,https://cctv-ss01.thb.gov.tw:443/T11-034K+850,1,121.550522,23.722929,wsnqvywk,10015,花蓮縣,8,豐濱鄉,300110,台11線,3,S,,,034K+850,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
KHH,,64000C000023,6198340400090E,,,https://cctv2.kctmc.nat.gov.tw/0a711fe6,1,120.30639,22.59191,wsj898sr,64000,高雄市,9,前鎮區,619834E,成功二路,6,S,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
KHH,,64000C000072,6190530600070E,,,https://cctv3.kctmc.nat.gov.tw/166157d9,1,120.33676,22.62401,wsj8dqdd,64000,高雄市,8,苓雅區,619053E,三多一路,6,W,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
TXG,,C000255,6046680300120B,,,http://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000255,1,120.6532186,24.1956214,wsmc9s8v,66000,臺中市,6,西屯區,604668B,中科路,6,SE,,,,,2022-10-24 00:01:16,2022-10-28 06:30:00,2022-10-24 00:01:16,2022-10-24
THB,THB-4R,CCTV-45-007A-000-01,3000710100001G,,,https://cctv-ss01.thb.gov.tw:443/T7A-000K+050,1,121.512895,24.597005,wsq7vjdz,10002,宜蘭縣,11,大同鄉,300071,台7甲線,3,N,,,000K+050,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-1R,CCTV-13-0031-004-01,3003100000229H,,,https://cctv-ss02.thb.gov.tw:443/T31-4K+260,1,121.2421,25.0395,wsqnqymc,68000,桃園市,5,蘆竹區,300310,台31線,3,S,,,4K+260,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-3R,CCTV-36-0200-192-02,3002000019611V,,,https://cctv-ss04.thb.gov.tw:443/T20-192K+000,1,121.115202,23.135215,wsn5s59k,10014,臺東縣,12,海端鄉,300200,台20線,3,E,,,192K+000,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
